0,1,0,0
1,0,419,0
2,0,421,0
3,0,424,0
4,0,425,0
5,0,427,0
6,0,490,0
7,0,512,0
8,0,528,0
9,0,849,0
10,0,992,0
11,0,1766,0
12,0,1794,0
13,0,1816,0
14,0,1827,0
15,0,1839,0
16,0,1853,0
17,0,1873,0
18,0,4441,0
19,0,4504,0
20,0,4824,0
