41.84,43.16,46.89,54.31,68.60,101.62,389.56,500.00,187.07,101.49,70.46,57.61,50.89,47.71,47.32,0.60,0.00
41.95,43.21,46.94,54.37,68.67,101.98,389.08,500.00,185.78,101.88,70.20,57.40,50.70,47.53,46.95,0.60,0.00
42.02,43.26,47.00,54.43,68.75,102.34,388.60,500.00,184.48,102.29,69.94,57.18,50.51,47.35,46.77,0.60,0.00
42.07,43.31,47.05,54.49,68.83,102.73,388.09,500.00,183.12,102.71,69.66,56.96,50.31,47.16,46.59,0.60,0.00
42.12,43.36,47.11,54.56,68.91,103.10,387.59,500.00,181.78,103.13,69.39,56.73,50.11,46.98,46.41,0.58,0.00
42.17,43.41,47.16,54.62,69.06,103.48,387.09,500.00,180.43,103.55,69.11,56.51,49.91,46.79,46.22,0.56,0.00
42.22,43.46,47.22,54.68,69.31,103.85,386.60,500.00,179.11,103.96,69.08,56.29,49.72,46.61,46.04,0.54,0.00
42.27,43.51,47.27,54.75,69.57,104.24,389.83,500.00,177.73,104.38,69.36,56.06,49.51,46.42,45.86,0.53,0.00
42.32,43.57,47.33,54.82,69.83,104.63,394.31,500.00,176.34,104.82,69.65,55.83,49.31,46.23,45.67,0.51,0.00
42.42,43.67,47.44,54.95,70.35,105.41,403.16,500.00,173.58,105.67,70.22,55.37,48.90,45.85,45.29,0.48,0.00
42.51,43.75,47.54,55.18,70.77,106.12,410.35,500.00,171.34,106.37,70.68,55.00,48.57,45.54,44.99,0.45,0.00
42.62,43.87,47.66,55.63,71.34,110.49,500.00,500.00,168.25,107.33,71.32,55.49,48.12,45.11,44.57,0.41,0.00
42.72,43.97,47.87,56.02,71.84,114.25,500.00,500.00,165.60,108.15,71.87,55.91,47.73,44.75,44.20,0.38,0.00
42.83,44.09,48.27,56.48,72.43,118.71,500.00,500.00,162.44,106.60,72.52,56.42,48.14,44.31,43.77,0.34,0.00
42.94,44.42,48.65,56.92,73.00,123.00,500.00,500.00,159.41,104.61,73.14,56.91,48.56,44.29,43.36,0.34,0.00
43.10,44.69,48.94,57.27,73.45,126.35,500.00,500.00,156.98,103.06,73.63,57.29,48.88,44.58,43.04,0.34,0.00
43.32,44.91,49.19,57.56,73.99,129.88,500.00,500.00,154.41,101.74,74.05,57.61,49.16,44.83,43.20,0.34,0.00
43.52,45.13,49.43,57.83,75.50,146.04,500.00,500.00,152.04,100.52,74.43,57.91,49.41,45.07,43.42,0.34,0.00
43.89,45.50,49.84,58.32,78.16,174.61,500.00,500.00,147.84,98.36,75.11,58.44,49.87,45.48,43.82,0.34,0.00
44.17,45.80,50.16,58.70,80.28,183.95,500.00,500.00,144.51,96.64,74.71,58.85,50.22,45.80,44.13,0.34,0.00
44.43,46.06,50.45,59.64,82.14,191.88,500.00,497.45,141.58,95.14,73.54,59.22,50.54,46.09,44.41,0.34,0.00
44.48,46.04,50.33,60.08,82.32,190.11,500.00,496.70,141.44,95.12,73.24,60.14,51.19,46.59,44.81,0.34,0.27
44.40,45.83,49.95,59.93,81.49,183.27,500.00,498.90,143.09,96.07,73.51,61.38,52.04,47.22,45.29,0.34,0.49
44.05,45.23,49.35,59.38,79.53,170.51,500.00,500.00,147.29,98.55,74.39,62.25,54.09,48.76,46.51,0.34,0.49
43.55,44.47,49.17,58.64,77.45,159.72,299.15,500.00,152.40,101.58,75.60,62.71,55.97,50.52,47.92,0.34,0.49
42.85,44.17,48.77,57.66,75.12,149.75,268.49,500.00,158.98,104.32,77.28,63.49,56.27,52.63,49.64,0.34,0.49
42.32,43.94,48.21,56.53,72.75,141.13,248.35,500.00,172.93,106.65,79.31,64.53,56.80,53.10,51.51,0.34,0.49
42.15,43.52,47.44,55.18,72.15,132.88,229.34,500.00,194.14,109.71,81.91,65.96,57.62,53.54,52.46,0.34,0.49
41.78,42.89,46.46,53.60,71.35,125.03,211.61,500.00,398.49,113.59,84.18,67.79,58.76,54.26,52.85,0.34,0.49
41.23,42.09,45.30,51.86,70.24,117.75,195.45,498.17,418.89,118.30,86.25,70.01,60.20,55.23,53.49,0.34,0.49
40.70,41.36,44.30,50.99,69.21,112.42,183.81,493.83,430.06,122.58,88.17,71.65,61.51,56.14,54.14,0.34,0.49
40.16,40.66,43.38,50.80,68.22,108.04,174.40,490.26,433.22,129.06,90.05,72.66,62.78,57.05,54.80,0.34,0.49
39.75,40.18,42.79,51.19,68.46,106.56,169.13,486.06,432.52,133.26,90.79,73.04,63.56,57.65,55.29,0.34,0.22
39.46,39.90,43.29,52.06,69.66,107.17,166.73,481.29,428.72,134.36,90.56,72.87,63.64,57.98,55.61,0.34,-0.02
39.30,39.87,44.72,54.00,72.75,111.07,167.42,474.21,419.50,131.38,88.85,71.84,62.95,57.97,55.75,0.34,-0.32
39.21,40.94,46.05,55.82,75.66,114.79,168.16,468.05,411.56,128.79,87.32,70.89,62.30,57.92,55.82,0.34,-0.32
39.49,41.98,47.34,57.58,77.56,118.49,168.94,462.46,404.38,126.43,85.89,69.99,61.67,57.70,55.86,0.34,-0.32
40.40,43.04,48.66,59.39,79.36,118.93,169.81,457.06,397.50,124.13,84.47,69.08,61.03,57.22,55.85,0.34,-0.32
42.39,45.35,51.53,63.34,83.38,118.84,172.02,446.45,384.07,119.50,81.53,67.14,59.61,56.12,55.66,0.34,-0.32
44.61,47.93,54.76,66.35,88.05,119.05,174.89,435.76,366.16,114.76,78.42,65.02,58.02,54.86,54.63,0.34,-0.32
46.46,50.09,57.23,68.82,92.07,119.41,177.57,427.42,351.56,111.11,76.46,63.31,56.71,53.80,53.73,0.34,-0.32
48.13,52.05,58.87,71.10,93.18,119.88,186.89,418.27,339.58,107.99,75.06,61.79,55.53,52.82,52.90,0.34,-0.32
50.84,54.61,61.58,74.89,93.12,120.91,204.22,404.77,322.36,103.25,72.79,59.37,53.62,51.22,51.50,0.34,-0.32
53.45,57.08,64.71,78.61,93.33,122.34,415.32,391.04,305.39,98.32,70.29,56.91,51.48,49.39,49.87,0.34,-0.32
55.68,59.72,68.07,78.50,93.81,124.15,405.44,377.95,289.68,93.51,67.71,55.24,49.27,47.47,48.12,0.34,-0.32
58.21,62.73,70.26,78.62,94.62,126.54,395.34,364.61,274.12,88.50,64.90,53.35,47.30,45.31,46.13,0.34,-0.32
60.19,65.08,70.19,78.85,95.37,128.61,387.26,355.02,254.21,84.85,62.78,51.88,46.18,43.64,44.57,0.34,-0.32
63.05,66.06,70.31,79.39,96.67,137.70,375.30,340.38,230.71,81.76,59.81,49.78,44.54,42.21,42.31,0.34,-0.32
65.15,66.04,70.53,79.99,97.93,146.77,366.03,327.53,214.50,80.48,57.40,48.03,43.15,41.04,41.09,0.34,-0.32
64.82,65.71,70.20,79.60,97.47,149.32,359.30,320.88,214.33,82.83,56.28,47.11,42.33,40.26,40.32,0.34,-0.01
64.13,64.78,68.94,77.79,94.65,144.39,352.96,318.82,233.69,91.16,56.40,46.93,41.98,39.79,39.70,0.34,0.34
63.61,64.10,68.03,76.51,92.70,141.10,348.62,317.24,236.79,97.58,57.44,46.88,41.81,39.52,39.34,0.34,0.34
63.05,63.39,67.10,75.23,90.77,356.90,344.41,313.77,238.13,104.48,60.50,46.90,41.70,39.32,39.04,0.34,0.34
62.51,62.70,66.22,74.03,89.00,352.84,340.60,310.65,239.49,110.79,63.48,46.98,41.66,39.18,38.83,0.34,0.34
61.90,61.95,65.26,72.76,87.14,348.63,336.65,307.42,241.08,117.37,66.79,48.06,41.66,39.10,38.65,0.34,0.34
61.10,60.99,64.05,71.17,85.81,343.57,331.91,303.57,243.23,126.15,71.10,50.72,41.75,39.07,38.52,0.34,0.34
60.34,60.08,62.92,69.72,84.62,339.07,327.71,300.17,245.37,134.83,75.25,53.25,42.87,39.10,38.46,0.34,0.34
59.22,58.75,61.33,67.69,82.91,333.00,321.53,295.61,248.39,147.08,81.37,56.94,45.54,39.60,38.49,0.34,0.34
58.25,57.62,59.97,65.98,81.47,328.05,316.22,291.93,246.37,154.76,86.50,60.16,47.86,41.47,38.58,0.34,0.34
57.35,56.60,58.77,64.49,80.19,323.81,311.68,288.78,244.69,161.98,90.89,63.09,49.96,43.14,39.72,0.34,0.34
56.40,55.53,57.53,63.16,78.87,319.56,307.14,285.65,243.05,169.86,95.60,66.20,52.17,44.90,41.23,0.34,0.34
54.28,53.20,54.86,61.42,76.01,310.97,298.01,279.42,239.94,181.66,106.22,72.86,57.02,48.74,44.52,0.34,0.34
52.04,50.77,52.49,59.57,73.10,302.63,289.19,273.25,237.12,183.97,117.48,79.50,62.17,52.79,47.96,0.34,0.34
49.91,48.50,51.21,57.82,70.44,295.27,281.44,265.78,234.81,186.44,125.69,85.96,66.76,56.63,51.20,0.34,0.34
48.00,47.18,50.03,56.25,68.98,289.01,274.91,259.51,232.97,188.87,133.36,91.87,70.80,60.04,54.10,0.34,0.34
45.54,45.62,48.13,53.77,73.99,279.88,265.45,250.47,226.90,191.89,145.94,100.77,77.21,64.98,58.60,0.34,0.34
44.41,44.33,46.57,51.80,77.07,272.93,258.28,243.65,221.68,189.32,148.47,106.64,82.46,68.98,61.96,0.34,0.34
43.38,43.17,45.21,51.36,79.21,267.14,252.33,238.00,217.38,187.27,149.85,111.89,87.10,72.49,64.86,0.34,0.34
42.35,42.02,43.88,53.14,80.87,261.77,246.82,232.80,213.45,185.46,151.29,117.08,91.05,75.90,67.67,0.34,0.34
41.48,41.06,42.77,54.46,289.55,257.43,242.39,228.61,210.30,184.06,152.58,121.51,93.99,78.76,70.01,0.34,0.34
40.55,40.05,43.51,55.66,285.52,253.07,237.94,224.43,207.17,182.70,154.00,126.19,97.07,81.74,72.44,0.34,0.34
38.35,39.35,45.64,57.76,276.86,243.76,228.51,215.62,200.66,180.08,157.12,128.27,104.15,87.54,77.92,0.34,0.34
37.08,39.80,45.41,56.13,279.42,237.13,220.17,208.57,196.31,178.85,157.11,134.57,116.62,96.18,85.43,0.34,0.81
37.12,39.21,43.89,53.85,295.48,232.33,212.52,200.33,189.28,175.92,159.73,143.77,122.69,107.83,93.93,0.34,1.00
36.66,38.17,42.01,55.68,500.00,228.89,206.02,193.38,183.57,174.30,161.40,144.87,130.06,116.07,103.38,0.34,1.00
35.62,36.54,40.38,55.97,500.00,227.08,199.77,186.67,177.38,168.66,158.35,147.47,136.23,122.53,114.06,0.34,1.00
34.53,35.03,41.38,55.52,500.00,226.44,195.30,180.55,171.17,163.69,156.80,149.17,137.22,128.44,118.10,0.34,1.00
32.48,35.51,41.77,54.01,500.00,230.39,190.01,173.08,163.71,158.02,153.20,146.04,139.87,132.75,124.81,0.34,1.00
33.24,35.94,41.36,51.77,427.42,249.92,185.41,166.23,156.90,150.58,146.35,144.13,140.10,134.62,132.50,0.34,1.00
33.57,35.70,40.27,54.15,390.33,500.00,182.91,159.99,148.82,142.84,140.72,139.30,137.43,137.88,133.68,0.34,1.00
33.47,35.16,39.09,56.00,360.57,500.00,181.84,155.56,143.12,137.49,135.14,134.14,136.20,135.64,135.44,0.34,1.00
33.10,34.40,39.81,56.70,335.00,500.00,181.53,151.96,138.41,132.56,129.54,130.12,132.57,133.79,137.67,0.34,1.00
32.53,33.53,41.10,56.74,315.85,500.00,185.41,149.02,134.46,127.52,124.89,126.62,128.13,132.65,136.27,0.34,1.00
31.84,34.68,41.88,56.42,300.59,412.40,196.26,146.84,130.96,123.30,121.07,121.71,124.60,131.29,134.51,0.34,1.00
32.63,35.91,42.30,60.92,274.76,365.80,500.00,144.78,125.27,116.36,113.45,113.85,118.60,123.73,132.61,0.34,1.00
33.51,36.39,42.12,67.44,254.80,339.83,500.00,144.01,121.48,111.57,107.57,108.65,111.84,119.00,128.62,0.34,1.00
33.98,36.49,41.65,70.29,239.45,314.94,500.00,144.00,118.64,107.69,103.02,103.38,106.73,114.65,123.59,0.34,1.00
34.18,36.33,44.14,71.59,222.62,293.95,500.00,153.16,117.15,104.42,99.17,98.60,102.50,109.00,119.61,0.34,1.00
34.16,35.97,46.53,78.10,208.63,277.02,375.03,166.46,116.12,101.62,95.66,94.45,97.94,104.23,116.27,0.34,1.00
33.79,39.04,49.15,83.15,184.72,250.41,326.98,500.00,115.47,97.80,90.22,88.06,89.91,96.75,106.37,0.34,1.00
35.91,40.85,50.29,84.05,167.80,233.50,302.17,500.00,120.27,96.36,86.82,83.76,84.87,90.20,100.39,0.34,1.00
37.42,42.02,50.98,83.78,155.35,217.81,279.38,500.00,132.20,95.60,84.40,80.48,80.89,85.21,94.85,0.34,1.00
38.54,42.79,53.16,82.69,145.22,204.43,258.14,500.00,480.06,95.35,83.15,77.80,77.49,81.13,89.32,0.34,1.00
39.73,43.76,55.33,79.89,128.81,182.29,228.93,299.06,497.61,104.07,82.09,74.81,72.77,75.06,81.60,0.34,1.00
40.46,45.88,56.22,76.49,113.58,159.62,203.52,263.67,500.00,437.46,84.06,73.59,69.69,70.16,75.04,0.34,1.00
42.06,46.94,56.29,73.70,103.72,144.44,185.82,234.49,500.00,451.32,93.69,73.41,68.59,67.55,70.91,0.34,1.00
44.76,49.43,58.02,74.36,98.73,132.30,168.56,209.95,281.49,456.71,104.22,77.35,66.84,65.26,67.03,0.34,0.52
47.23,51.85,60.46,74.96,97.58,126.66,159.93,198.37,263.41,454.66,386.75,80.01,66.36,63.40,64.98,0.34,0.17
51.47,56.52,65.76,78.82,98.54,124.56,154.65,191.56,257.38,440.74,376.62,79.82,66.70,60.27,62.05,0.34,-0.28
55.56,61.58,69.57,83.57,102.39,126.37,152.10,192.63,266.08,424.27,362.19,77.41,65.51,59.36,59.50,0.34,-0.63
59.51,64.59,73.42,85.81,103.42,125.16,150.16,194.67,497.62,410.66,350.32,75.18,64.30,58.74,57.04,0.34,-0.63
62.63,67.48,76.48,88.26,104.28,124.36,148.67,194.89,475.88,398.91,340.07,77.17,63.05,58.02,56.34,0.34,-0.63
65.03,70.54,78.18,90.32,105.44,123.88,147.59,194.12,457.78,388.11,328.79,78.62,61.75,57.20,55.88,0.34,-0.63
67.45,72.89,79.99,90.77,105.42,122.52,146.85,193.67,442.13,377.67,319.00,79.57,60.46,56.34,55.34,0.34,-0.63
72.34,75.95,82.99,92.45,104.18,119.74,146.49,193.22,414.11,358.58,301.29,80.30,59.83,54.24,53.83,0.34,-0.63
75.19,79.20,84.24,92.17,102.81,117.73,149.01,195.58,389.12,340.96,285.18,80.13,61.30,51.76,51.90,0.34,-0.63
78.58,80.67,86.15,92.65,102.18,119.20,152.96,447.06,367.43,323.31,266.37,77.86,60.42,51.95,49.86,0.34,-0.98
79.91,82.56,86.12,92.57,102.28,121.85,155.81,415.17,350.25,306.41,246.99,78.36,59.38,51.82,48.11,0.34,-0.98
82.66,83.35,86.73,92.18,104.12,129.22,161.76,375.10,325.21,283.02,221.66,77.23,57.11,50.91,48.10,0.34,-0.98
83.46,84.06,86.16,93.29,108.92,132.81,425.65,342.81,301.90,258.78,193.96,75.08,54.41,49.45,47.50,0.34,-0.98
84.25,83.40,86.97,96.39,114.22,137.95,376.14,315.90,279.21,236.53,168.29,72.21,54.09,47.41,46.28,0.34,-0.98
83.51,83.71,88.49,100.97,116.94,150.02,345.73,297.54,260.52,220.11,152.86,69.79,53.88,45.75,45.01,0.34,-0.98
83.83,85.53,93.36,104.65,121.84,391.32,311.22,272.45,237.93,194.15,130.84,66.66,52.76,45.87,42.62,0.34,-0.98
85.40,89.51,97.28,108.29,137.82,343.01,284.76,251.49,215.15,173.41,112.46,65.29,51.11,45.34,42.67,0.34,-0.98
87.24,92.58,98.47,110.32,433.52,318.19,268.91,236.21,201.60,162.31,108.97,66.33,50.56,45.31,43.00,0.34,-0.65
89.08,92.68,98.75,114.04,406.62,302.32,257.78,225.26,192.48,155.50,110.95,68.68,52.12,45.59,43.44,0.34,-0.36
90.49,92.47,98.39,116.03,390.17,291.43,248.97,217.28,185.91,151.21,111.83,72.23,54.94,46.21,44.04,0.34,-0.10
90.71,91.91,97.46,118.41,381.48,284.10,242.32,211.44,181.21,148.86,112.82,77.42,58.41,49.02,44.84,0.34,0.14
90.30,91.25,97.16,121.79,373.71,277.60,236.44,206.28,177.06,146.81,113.75,82.21,61.54,51.54,46.34,0.34,0.14
89.88,90.57,97.56,124.95,366.09,271.26,230.73,201.28,173.06,144.85,114.72,86.97,64.66,54.03,48.51,0.34,0.14
89.44,89.88,97.91,127.89,358.62,265.10,225.20,196.45,169.19,142.98,115.71,91.58,67.97,56.49,50.64,0.34,0.14
88.26,88.64,98.77,146.15,342.73,252.13,213.59,186.34,161.16,139.19,116.13,92.96,75.15,61.93,55.24,0.34,0.14
86.60,87.91,99.65,500.00,344.57,246.90,206.51,180.38,156.65,136.36,115.48,97.29,82.77,69.22,60.88,0.34,0.52
83.94,85.10,96.09,142.51,375.74,251.64,203.01,175.28,153.17,134.68,119.51,103.83,89.72,80.03,70.52,0.34,0.97
81.21,81.80,92.05,125.48,420.57,260.66,201.24,171.62,151.36,134.10,119.55,107.04,97.11,86.59,80.38,0.34,1.00
79.49,79.37,88.86,117.63,449.51,271.91,200.98,169.67,148.70,131.47,118.65,110.00,98.97,92.99,85.04,0.34,1.00
77.83,77.95,86.08,112.39,477.78,286.84,201.91,167.16,145.60,129.88,118.61,108.59,101.33,94.72,89.75,0.34,1.00
74.66,75.26,81.82,105.19,500.00,319.89,207.23,164.58,142.05,128.11,115.54,107.83,102.43,97.84,94.75,0.34,1.00
72.04,72.98,79.39,100.42,500.00,356.14,213.76,163.60,140.14,124.43,113.92,106.66,101.41,100.12,96.77,0.34,1.00
69.70,69.39,75.67,94.17,500.00,402.37,228.18,164.04,136.75,120.78,111.54,104.03,100.85,98.52,100.55,0.34,1.00
67.57,66.38,72.66,89.70,500.00,438.21,247.95,167.40,135.08,118.88,108.11,102.95,98.45,98.27,98.97,0.34,1.00
64.22,63.63,68.45,83.99,500.00,466.63,286.02,174.90,134.47,115.71,105.02,99.18,96.79,95.79,98.44,0.34,1.00
60.23,60.40,63.78,78.19,234.75,493.34,340.76,187.61,136.53,113.79,102.35,95.74,93.59,93.98,96.17,0.34,1.00
57.50,56.69,60.67,72.46,186.82,500.00,388.54,212.33,142.39,113.47,99.88,93.38,90.06,91.05,94.25,0.34,1.00
53.84,52.38,57.05,67.34,152.51,500.00,421.00,254.17,152.77,116.17,98.85,90.59,87.65,87.28,91.22,0.34,1.00
50.70,50.47,54.16,64.74,125.38,500.00,446.55,298.56,165.72,120.36,99.11,89.41,85.34,85.46,88.11,0.34,1.00
48.15,48.42,51.29,62.13,110.32,228.66,459.93,328.42,183.39,125.83,101.16,89.08,83.95,83.33,86.11,0.34,1.00
45.31,44.78,47.87,57.75,94.80,180.74,482.89,369.89,220.77,138.15,106.56,90.68,83.34,81.28,83.40,0.34,1.00
42.48,41.58,45.81,54.00,85.37,152.13,492.91,396.98,264.97,154.76,113.02,94.02,84.10,80.65,81.58,0.34,1.00
39.80,40.85,44.55,52.20,82.70,138.53,497.16,407.90,282.05,167.49,117.68,96.40,85.30,80.30,80.53,0.34,0.68
39.40,40.52,43.98,57.52,86.16,132.41,489.88,402.39,287.79,174.62,121.09,97.32,85.63,80.03,79.24,0.34,0.24
40.04,42.67,50.97,66.49,93.51,138.02,467.72,382.57,270.42,167.61,118.00,94.87,83.88,78.72,77.83,0.34,-0.20
42.36,47.31,56.64,72.67,96.94,142.01,451.14,367.74,257.67,162.29,115.54,93.06,82.44,77.60,76.94,0.34,-0.20
45.90,51.41,60.66,76.50,99.60,145.81,437.33,355.38,247.17,157.79,113.38,91.75,81.13,76.57,76.10,0.34,-0.20
49.18,54.67,64.43,78.45,101.84,149.91,425.12,341.86,237.97,153.76,111.38,90.50,79.89,75.57,75.28,0.34,-0.20
52.13,57.55,67.31,80.36,104.05,154.03,414.09,329.70,229.73,150.07,109.49,89.30,78.73,74.61,74.47,0.34,-0.20
57.01,62.83,70.19,83.58,107.97,172.82,394.02,307.78,214.79,143.14,105.81,86.88,76.96,72.62,72.75,0.34,-0.20
61.01,64.79,72.57,86.10,111.26,446.81,378.69,291.26,203.50,137.76,102.85,84.87,75.47,71.15,71.29,0.34,-0.20
62.73,66.54,74.20,88.16,114.43,433.76,364.13,277.97,194.40,133.32,100.28,83.15,74.16,70.10,70.00,0.34,-0.20
65.35,69.13,77.11,91.46,120.25,413.48,339.67,257.46,180.24,126.21,95.86,80.21,71.88,68.21,68.16,0.34,-0.20
67.23,71.02,79.13,94.27,129.36,398.59,321.88,242.55,169.92,120.89,92.47,77.90,70.06,66.69,66.82,0.34,-0.20
68.72,72.74,80.98,97.07,141.64,382.74,306.81,229.91,161.14,116.28,89.48,75.81,68.40,65.28,65.57,0.34,-0.20
70.15,74.14,82.77,99.77,434.14,368.46,293.55,218.79,153.39,112.13,86.74,73.74,66.85,63.94,64.38,0.34,-0.20
71.47,75.50,84.62,102.46,424.19,355.62,281.64,208.79,146.39,108.34,84.20,71.80,65.37,62.66,63.21,0.34,-0.20
72.61,76.86,86.48,108.54,414.65,343.77,270.63,199.55,139.91,104.77,81.78,69.94,63.89,61.41,62.07,0.34,-0.20
73.54,77.86,87.65,112.88,405.66,334.86,262.36,192.75,135.57,102.81,80.20,68.57,62.62,60.31,60.94,0.34,0.02
74.12,78.39,88.02,114.98,400.35,329.36,257.25,188.74,133.52,102.02,79.58,67.82,61.79,59.49,60.03,0.34,0.23
74.41,78.43,87.61,115.13,397.93,326.47,254.55,186.93,133.55,101.01,79.89,67.67,61.36,58.82,59.26,0.34,0.45
73.41,76.09,84.84,107.32,399.67,334.81,262.57,195.98,146.07,105.32,85.71,70.96,63.02,59.36,58.89,0.34,0.90
72.42,74.12,82.64,103.88,402.02,338.28,271.28,205.87,150.59,110.28,87.61,74.56,65.15,60.54,59.32,0.34,0.90
71.33,72.22,80.57,101.24,405.24,340.38,273.92,209.60,153.78,116.17,90.18,76.84,67.71,62.17,60.26,0.34,0.90
70.14,70.75,78.58,98.79,407.22,343.24,276.14,212.27,157.80,123.01,93.31,78.33,70.54,64.12,61.55,0.34,0.90
68.84,69.70,76.58,96.40,407.25,346.89,279.15,215.78,162.79,125.91,97.11,80.30,71.51,66.43,63.17,0.34,0.90
